ERNv,Host,HighTaxon,LowTaxon,Virus,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,CreationDate,ModificationDate,ProvinceA,PathogenValue
1476,Plutella xylostella,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1477,Diatraea grandiosella,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1478,Galleria mellonella,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1479,Ostrinia nubilalis,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,,,1/28/2096,2/12/2099,,
1480,Helicoverpa zea,DNA virus,Baculoviridae,Galleria mellonella NPV  (GmMNPV),Larva,,Lab,USA,,1/28/2096,2/12/2099,,
1481,Trichoplusia ni,DNA virus,Baculoviridae,Galleria mellonella NPV  (GmMNPV),Larva,,Lab,USA,,1/28/2096,2/12/2099,,
1482,Heliothis virescens,DNA virus,Baculoviridae,Heliothis armigera NPV  (HaMNPV),Larva,FB,Lab,USA,,1/28/2096,2/12/2099,,
1483,Heliothis subflexa,DNA virus,Baculoviridae,Heliothis armigera NPV  (HaMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1484,Helicoverpa armigera,DNA virus,Baculoviridae,Heliothis punctigera NPV  (HpMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1485,Helicoverpa paradoxa,DNA virus,Baculoviridae,Heliothis zea NPV (HzSNPV),Larva,,Lab,,,1/28/2096,12/13/2000,,
1486,Heliothis peltigera,DNA virus,Baculoviridae,Heliothis zea NPV (HzSNPV),Larva,,Lab,,,1/28/2096,12/13/2000,,
1487,Helicoverpa phloxiphaga,DNA virus,Baculoviridae,Heliothis zea NPV (HzSNPV),Larva,,Lab,,,1/28/2096,12/13/2000,,
1488,Helicoverpa punctigera,DNA virus,Baculoviridae,Heliothis zea NPV (HzSNPV),Larva,,Lab,,,1/28/2096,12/13/2000,,
1489,Heliothis subflexa,DNA virus,Baculoviridae,Heliothis zea NPV (HzSNPV),Larva,,Lab,,,1/28/2096,12/13/2000,,
1490,Autographa gamma,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),Larva,,Lab,,,1/28/2096,2/12/2099,,
1491,Euxoa scandens,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),Larva,,Lab,Canada,,1/28/2096,2/12/2099,SK,Useful control agent
1492,Manduca sexta,DNA virus,Baculoviridae,GV,Larva,"fatbody, tracheal matrix, hypodermis, hemolymph",Field,Canada,,1/28/2096,2/12/2099,ON,Unknown
1652,Nephotettix cincticeps,DNA virus,Iridoviridae,Chilo IV,Nymph,,Lab,Japan,,1/29/2096,2/12/2099,,
1493,Phthorimaea operculella,DNA virus,Baculoviridae,GV,Larva,,Field,Ceylon,,1/29/2096,2/12/2099,,
1075,Darna trima,DNA virus,Baculoviridae,GV,,,Field,Malasia,,1/29/2096,2/12/2099,,
1494,Mythimna unipuncta,DNA virus,Baculoviridae,NPV ,Larva,,Field,Argentina,,1/29/2096,2/12/2099,,
1495,Dasychira plagiata,DNA virus,Baculoviridae,NPV,Larva,,Field,USA,,1/29/2096,2/12/2099,,
1496,Achaea janata,DNA virus,Baculoviridae,GV,Larva,,Field,Thailand,,1/29/2096,2/12/2099,,
1497,Samia cynthia ricini,DNA virus,unknown,nonoccluded virus,Larva,midgut,Field,England,,1/29/2096,2/12/2099,,
1498,Hyalophora cecropia,DNA virus,Baculoviridae,nonoccluded baculovirus,Larva,midgut,Field,England,,1/29/2096,2/12/2099,,
1499,Actias selene,DNA virus,unknown,nonoccluded virus,Larva,midgut,Field,England,,1/29/2096,2/12/2099,,
1500,Antheraea pernyi,DNA virus,unknown,nonoccluded virus,Larva,midgut,Field,England,,1/29/2096,2/12/2099,,
1501,Aedes taeniorhynchus,DNA virus,Iridoviridae,Aedes taeniorhynchus IV (orange),Larva,,Field,USA,,1/29/2096,2/12/2099,,
1076,Melolontha melolontha  ,RNA virus,Reoviridae,CPV,,fatbody,Field,France,,1/29/2096,2/12/2099,,
1077,Euxoa auxiliaris,DNA virus,Parvoviridae,Euxoa auxiliaris DNV,,,Field,USA,,1/29/2096,2/12/2099,,
1502,Junonia coenia,DNA virus,Parvoviridae,Junonia coenia DNV,Larva,,Field,United Kingdom,,1/29/2096,2/12/2099,,
1078,Sibine fusca,DNA virus,Parvoviridae,Sibine fusca DNV,,Midgut epithelium,Field,United Kingdom,,1/29/2096,2/12/2099,,
1079,Bombyx mori,DNA virus,Parvoviridae,Bombyx mori DNV-3,,,Field,China,,1/29/2096,2/12/2099,,
1080,Diatraea saccharalis,DNA virus,Parvoviridae,Diatraea sacchara DNV,,,Field,Guadeloupe,,1/29/2096,12/28/2000,,
1503,Pseudoplusia includens,DNA virus,Parvoviridae,Pseudoplusia includens DNV ,Larva,"hemocyte, muscle, epidermis, fat body",Field,USA,,1/29/2096,2/12/2099,,
1081,Aedes taeniorhynchus,DNA virus,Iridoviridae,Psorophora ferox IV,,,Lab,,,1/29/2096,2/12/2099,,
1082,Simulium vittatum,DNA virus,Parvoviridae,Simulium vittatum DNV,,,Field,USA,,1/29/2096,2/12/2099,,
1083,Aedes aegypti,DNA virus,Parvoviridae,Aedes aegypti DNV,,,Field,USSR,,1/29/2096,2/12/2099,,
1084,Aedes pseudoscutellaris,DNA virus,Parvoviridae,Aedes pseudoscutellaris DNV,,,Field,Venezuela,,1/29/2096,2/12/2099,,
1085,Acheta domesticus,DNA virus,Parvoviridae,Acheta domestica DNV,,,Field,France,,1/29/2096,12/28/2000,,
1086,Leucorrhinia dubia,DNA virus,Parvoviridae,Leucorrhinia dubia DNV,,,Field,Sweden,,1/29/2096,2/12/2099,,
1504,Helicoverpa zea,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnMNPV),Larva,,Lab,,,1/29/2096,2/12/2099,,
1087,Spodoptera exigua,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1088,Orgyia pseudotsugata,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1089,Plodia interpunctella ,DNA virus,Baculoviridae,Cadra cautella NPV  (CcMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1090,Mamestra configurata,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1091,Xestia c-nigrum,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,,,,1/29/2096,2/12/2099,,
1092,Peridroma saucia,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1093,Spodoptera praefica,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1094,Trichoplusia ni,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,,,,1/29/2096,2/12/2099,,
1095,Agrotis ipsilon,DNA virus,Baculoviridae,Rachiplusia ou NPV  (RoMPNV),,,Lab,,,1/29/2096,2/12/2099,,
1096,Agrotis exclamationis,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1097,Noctua pronuba,DNA virus,Baculoviridae,Agrotis segetum NPV  (AsMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1098,Agrotis exclamationis,DNA virus,Baculoviridae,Agrotis segetum NPV  (AsMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1099,Manduca sexta,DNA virus,Baculoviridae,Galleria mellonella NPV  (GmMNPV),,,Lab,USA,,1/29/2096,2/12/2099,,
1100,Trichoplusia ni,DNA virus,Baculoviridae,Choristoneura fumiferana NPV  (CfMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1101,Galleria mellonella,DNA virus,Baculoviridae,Choristoneura fumiferana NPV  (CfMNPV),,,,,,1/29/2096,2/12/2099,,
1505,Locusta migratoria,DNA virus,Baculoviridae,Spodoptera littoralis NPV  (SlMNPV),Larva,,Lab,Isreal,,1/29/2096,2/12/2099,,
1102,Schistocerca gregaria,DNA virus,Baculoviridae,Spodoptera littoralis NPV  (SlMNPV),,,,,,1/29/2096,2/12/2099,,
1103,Panolis flammea,DNA virus,Baculoviridae,Lymantria monacha NPV  (LmMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1104,Lymantria monacha,DNA virus,Baculoviridae,NPV,,,Field,,,1/29/2096,2/12/2099,,
1105,Spodoptera frugiperda,DNA virus,Baculoviridae,Spodoptera littoralis NPV  (SlMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1106,Spodoptera littoralis,DNA virus,Baculoviridae,Spodoptera frugiperda NPV  (SfMNPV),,,Lab,,,1/29/2096,2/12/2099,,
1107,Mamestra brassicae,DNA virus,Baculoviridae,Panolis flammea NPV,,,Lab,,,1/29/2096,2/12/2099,,
1653,Leucorrhinia dubia,DNA virus,unknown,Nonoccluded virus,Nymph,"fatbody, midgut eppithelial cells",Field,Sweden,,1/30/2096,2/12/2099,,
1506,Mythimna unipuncta,DNA virus,Baculoviridae,GV ,Larva,,Field,USA/Hawaii,,1/30/2096,2/12/2099,,
1507,Aedes sollicitans,DNA virus,Baculoviridae,NPV,Larva,,Field,USA,,1/30/2096,2/12/2099,,
1508,Aedes epactius,DNA virus,Baculoviridae,Aedes sollicitans NPV,Larva,,Lab,USA,,1/30/2096,2/12/2099,,
1509,Aedes scutellaris,DNA virus,Baculoviridae,Aedes sollicitans NPV,Larva,,Lab,USA,,1/30/2096,2/12/2099,,
1510,Aedes atropalpus,DNA virus,Baculoviridae,Aedes sollicitans NPV,Larva,,Lab,USA,,1/30/2096,2/12/2099,,
1511,Peridroma saucia,RNA virus,Reoviridae,CPV,Larva,midgut,Field,USA,,1/30/2096,2/12/2099,,
1512,Aedes cantator,RNA virus,Reoviridae,CPV,Larva,"cardia, gastric ceca, posterior portion of midgut",Field,USA,,1/31/2096,2/12/2099,,
1513,Amyelois transitella,DNA virus,Baculoviridae,nonoccluded baculovirus,Larva,hemocytes,Field,USA,,1/31/2096,2/12/2099,,
1514,Trichoplusia ni,RNA virus,Reoviridae,Trichoplusia RNA virus,Larva,,Lab,USA,,1/31/2096,2/12/2099,,
1515,Spodoptera exigua,DNA virus,Baculoviridae,Spodoptera exigua NPV  (SeMNPV),Larva,,Field,Holland,,1/31/2096,2/12/2099,,
1516,Calliteara pudibunda,,,Nudaurelia-B-like virus,Larva,,Field,United Kingdom,,1/31/2096,2/12/2099,,
1517,Dermolepida albo-hirtum,DNA virus,Parvoviridae,EPV Subgroup A ,Larva,Fat body,Field,,,1/31/2096,2/3/2000,,
1518,Figulus sublaevis,DNA virus,Parvoviridae,EPV Subgroup A ,Larva,"Fat body, hypodermis",Field,,,1/31/2096,2/12/2099,,
1519,Othnonius batesi,DNA virus,Parvoviridae,EPV Subgroup A ,Larva,"Fat body, hypodermis",Field,,,1/31/2096,2/12/2099,,
1520,Rhopaea verreauxi,DNA virus,Parvoviridae,EPV Subgroup A ,Larva,Fat body,Field,,,1/31/2096,2/12/2099,,
1521,Arphia conspersa,DNA virus,Parvoviridae,EPV Subgroup B,Larva,Fat body,Field,,,1/31/2096,2/12/2099,,
1522,Euxoa auxiliaris,DNA virus,Poxviridae,EPV (Subgroup B) ,Larva,"Fat body, hemocytes",Field,,,1/31/2096,2/12/2099,,
1523,Helicoverpa sp.,DNA virus,Poxviridae,EPV Subgroup B,Larva,Fat body,Field,,,1/31/2096,2/12/2099,,
1524,Oreopsyche angustella,DNA virus,Poxviridae,EPV Subgroup B,Larva,Fat body,Field,,,2/2/2096,2/12/2099,,
1525,Phoetaliotes nebrascensis,DNA virus,Poxviridae,EPV Subgroup B,Larva,Fat body,Field,,,2/2/2096,2/12/2099,,
1526,Aedes aegypti,DNA virus,Poxviridae,EPV Subgroup C,Larva,,Field,,,2/2/2096,2/12/2099,,
1527,Camptochironomus tentans,DNA virus,Poxviridae,EPV Subgroup C,Larva,Fat body,Field,,,2/2/2096,12/28/2000,,
1528,Chironomus attenuatus,DNA virus,Poxviridae,EPV Subgroup C,Larva,Hemocytes,Field,,,2/2/2096,2/12/2099,,
1529,Chironomus decorus,DNA virus,Poxviridae,EPV Subgroup C,Larva,Hemocytes,Field,,,2/2/2096,2/12/2099,,
1530,Chironomus luridus,DNA virus,Poxviridae,EPV Subgroup C,Larva,Polytropic,Field,,,2/2/2096,2/12/2099,,
1531,Chironomus salinarius,DNA virus,Poxviridae,EPV Subgroup C,Larva,"Hemocytes, fat body",Field,,,2/2/2096,2/12/2099,,
1532,Goeldichironomus holoprasinus,DNA virus,Poxviridae,EPV Subgroup C,Larva,Hemocytes,Field,,,2/2/2096,2/12/2099,,
1533,Bombus impatiens,DNA virus,Poxviridae,EPV Subgroup D,Larva,"Salivary glands, hypodermis",Field,,,2/2/2096,2/12/2099,,
1534,Discestra trifolii,DNA virus,Ascoviridae,AV,Larva,,Field,USA,,2/2/2096,2/12/2099,,
1535,Helicoverpa zea,DNA virus,Ascoviridae,AV,Larva,"Epidermis, tracheal matrix",Field,USA,,2/2/2096,2/12/2099,,
1536,Trichoplusia ni,DNA virus,Ascoviridae,AV,Larva,Polytropic,Field,USA,,2/2/2096,2/12/2099,,
1537,Spodoptera frugiperda,DNA virus,Ascoviridae,AV,Larva,Fat body,Field,USA,,2/2/2096,2/12/2099,,
1538,Autographa precationis,DNA virus,Ascoviridae,AV,Larva,,Field,USA,,2/2/2096,2/12/2099,,
1539,Heliothis virescens,DNA virus,Ascoviridae,AV,Larva,,Field,USA,,2/2/2096,2/12/2099,,
1540,Agrotis ipsilon,DNA virus,Baculoviridae,Agrotis segetum GV,Larva,,Lab,,,2/5/2096,2/12/2099,,
1108,Culex tritaeniorhynchus,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,,Japan,,2/5/2096,2/12/2099,,
1109,Culex tarsalis,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Field,,,2/5/2096,2/12/2099,,
1110,Aedes aegypti,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,
1111,Aedes albopictus,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,
1112,Toxorhynchites amboinensis,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,
1113,Apis mellifera,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,
1114,Plodia interpunctella ,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,
1115,Attagenus piceus,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,
1116,Galleria mellonella,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,
1117,Heteronychus arator,RNA virus,Nodaviridae,Heteronchus arator Black beetle virus ,,,,,,2/5/2096,2/12/2099,,
1118,Aphodius tasmaniae,RNA virus,Nodaviridae,Heteronchus arator Black beetle virus ,,,Field,,,2/5/2096,2/12/2099,,
1119,Pericoptus truncatus,RNA virus,Nodaviridae,Heteronchus arator Black beetle virus ,,,Lab,,,2/5/2096,2/12/2099,,
1120,Galleria mellonella,RNA virus,Nodaviridae,Heteronchus arator Black beetle virus ,,,Lab,,,2/5/2096,2/12/2099,,
1121,Mythimna separata,RNA virus,Nodaviridae,Heteronchus arator Black beetle virus ,,,Lab,,,2/5/2096,2/12/2099,,
1122,Oncopera intricoides,RNA virus,Nodaviridae,Oncopera intricoides Boolarra virus ,,,Field,,,2/5/2096,2/12/2099,,
1123,Galleria mellonella,RNA virus,Nodaviridae,Oncopera intricoides Boolarra virus ,,,Lab,,,2/5/2096,2/12/2099,,
1124,Galleria mellonella,RNA virus,Nodaviridae,Costelytra zealandica Flock house virus ,,,Lab,,,2/5/2096,2/12/2099,,
1325,Bombus impatiens,DNA virus,Poxviridae,Entomopoxvirus-like ,Adult,"Hemolymph, cells of body wall, thoracic salivary glands",Field,USA,,2/8/2096,2/12/2099,,
1326,Bombus pennsylvanicus,DNA virus,Poxviridae,Entomopoxvirus-like,Adult,"Hemolymph, cells of body wall, thoracic salivary glands",Field,USA,,2/8/2096,2/12/2099,,
1327,Bombus fervidus,DNA virus,Poxviridae,Entomopoxvirus-like,Adult,"Hemolymph, cells of body wall, thoracic salivary glands",Field,USA,,2/8/2096,2/12/2099,,
1541,Imbrasia cytherea,RNA virus,Tetraviridae,Nudaurelia cytherea capensis Virus (B Group),Larva,,Field,South Africa,Rabbits,2/17/2096,2/12/2099,,
1334,Samia cynthia ricini,RNA virus,Tetraviridae,Philosamia cynthia x ricini Nudaurelia Beta Virus,EggLarvaAdult,,Field,"UK, New Guinea",,2/17/2096,2/12/2099,,
1335,Setothesea asigna,RNA virus,Tetraviridae,Thosea asigna Nudaurelia Beta Virus ,EggLarvaAdult,,,Malaysia/Sarawak/Sabah,,2/17/2096,2/12/2099,,
1336,Darna trima,RNA virus,Tetraviridae,Darna trima Nudaurelia Beta Virus  ,EggLarvaAdult,,Field,Malaysia/Sarawak/Sabah,,2/17/2096,2/12/2099,,
1337,Trichoplusia ni,RNA virus,Tetraviridae,Trichoplusia ni Nudaurelia Beta Virus ,EggLarvaAdult,,Field,USA,,2/17/2096,2/12/2099,,
1338,Calliteara pudibunda,RNA virus,Tetraviridae,Dasychira pudibunda Nudaurelia Beta Virus ,EggLarvaAdult,,Field,Great Britain/Kent,,2/17/2096,2/12/2099,,
1339,Opodiphthera eucalypti,RNA virus,Tetraviridae,Antherea eucalypti Nudaurelia Beta Virus ,EggLarvaAdult,,Field,Australia,,2/17/2096,2/12/2099,,
1340,Saturnia pavonia,RNA virus,Tetraviridae,Saturnia pavonia Nudaurelia Beta Virus ,EggLarvaAdult,,Field,Breat Britain/Sway,,2/17/2096,2/12/2099,,
1341,Euplagia quadripunctaria,RNA virus,Tetraviridae,Callimorpha quadripunctata Nudaurelia Beta Virus ,EggLarvaAdult,,Field,Breat Britain/Torby,,2/17/2096,2/12/2099,,
1342,Tyria jacobaeae,RNA virus,Tetraviridae,Hypocrita jacobeae Nudaurelia Beta Virus ,EggLarvaAdult,,Field,Breat Britain/Lymington,,2/17/2096,2/12/2099,,
1343,Acherontia atropos,RNA virus,Tetraviridae,Acherontia atropos Nudaurelia B Group virus,EggLarvaAdult,,Field,Canary Islands,,2/17/2096,2/12/2099,,
1344,Setora nitens,RNA virus,Tetraviridae,Setora nitens Nudaurelia Beta Virus ,EggLarvaAdult,,Field,Argentina,,2/17/2096,2/12/2099,,
1345,Agraulis vanillae,RNA virus,Tetraviridae,Agraulis vanillae Nudaurelia B Group virus,EggLarvaAdult,,Field,Pakistan,,2/17/2096,2/12/2099,,
1346,Lymantria ninayi,RNA virus,Tetraviridae,Lymantria ninayi Nudaurelia Beta Virus ,EggLarvaAdult,,Field,New Guinea/Papua,,2/17/2096,2/12/2099,,
1347,Eucocytia meeki,RNA virus,Togaviridae,Eucocytia meeki Nudaurelia Beta Virus ,EggLarvaAdult,,Field,New Guinea/Papua,,2/17/2096,2/12/2099,,
1348,Euploea core,RNA virus,Tetraviridae,Euploea corea Nudaurelia Beta Virus ,EggLarvaAdult,,Field,"Australia, Germany",,2/17/2096,2/12/2099,,
1542,Aedes cinereus,DNA virus,Iridoviridae,IV,Larva,,Field,Sweeden,,2/17/2096,2/12/2099,,
1543,Lacanobia oleracea,DNA virus,Baculoviridae,Lacanobia oleracea GV,Larva,,Field,"Scottland, France",,2/18/2096,2/12/2099,,
1544,Galleria mellonella,DNA virus,Baculoviridae,Galleria mellonella NPV  (GmMNPV),Larva,"Fat body, hypoderma, tracheal epithelium, cells of hemolymph",Field,"USA, Ukraine, Japan",,2/18/2096,2/12/2099,,
1545,Anticarsia gemmatalis,DNA virus,Iridoviridae,Anticarsia gemmatalis IV,Larva,,Field,USA,,2/18/2096,2/12/2099,,
1546,Hyblaea puera,DNA virus,Baculoviridae,Hyblaea puera NPV,Larva,,Field,India/Kerala,,2/19/2096,2/12/2099,,
1547,Cotesia marginiventris,DNA virus,Polydnaviridae,filamentous virus ,Larva,calyx fluid,Field,USA,noctuid larvae,2/19/2096,2/12/2099,,
1654,Scapteriscus vicinus,DNA virus,Iridoviridae,Scapteriscus vicinus IV,Nymph,,Field,Brazil/Rio Vermelho,,2/19/2096,2/12/2099,,
1658,Apis mellifera,RNA virus,,Kashmir Bee Virus ,Pupa,"gut, eppidermis, tracheal epithelium",Field,India,,2/19/2096,2/12/2099,,
1655,Peregrinus maidis,RNA virus,Rhabdoviridae,Paramyxovirus-like  particles,Nymph,,Field,USA,,2/20/2096,2/12/2099,,
1548,Simulium neornatipes,DNA virus,Iridoviridae,Simulium neorntipes IV,Larva,,Field,New Caledonia,,2/20/2096,2/12/2099,,
1549,Euxoa scandens,DNA virus,Baculoviridae,Euxoa messoria NPV  (EmMNPV),Larva,,Lab,Canada,,2/20/2096,2/12/2099,,Unknown
1550,Euxoa scandens,DNA virus,Baculoviridae,Agrotis segetum NPV  (AsMNPV),Larva,,Lab,Canada,,2/20/2096,2/12/2099,,Unknown
1551,Euxoa scandens,DNA virus,Baculoviridae,Autographa californica NPV  (AcMNPV)   ,Larva,,Lab,Canada,,2/20/2096,2/12/2099,,Unknown
1552,Euxoa scandens,DNA virus,Baculoviridae,NPV,Larva,,Lab,Canada,,2/20/2096,2/12/2099,,Unknown
1553,Trichoplusia ni,DNA virus,Baculoviridae,Orgyia pseudotsugata NPV  (OpMNPV),Larva,,Lab,USA,,2/20/2096,2/12/2099,,
1554,Galleria mellonella,DNA virus,Iridoviridae,Sericethis pruinosa IV,Larva,Hemocytes,Lab,USA,,2/20/2096,2/12/2099,,
1125,Sericesthis pruinosa ,DNA virus,Iridoviridae,Sericethis pruinosa IV Type 2,,,Field,USA,,2/20/2096,2/3/2000,,
1555,Artogeia rapae,DNA virus,Parvoviridae,Pieris rapae densonucleosis-like virus,Larva,,Field,Taiwan,,2/24/2096,2/12/2099,,
1556,Mythimna unipuncta,DNA virus,Baculoviridae,Pseudaletia unipuncta GV,Larva,,Field,USA/Oregon,,2/24/2096,2/12/2099,,
1557,Mythimna unipuncta,DNA virus,Baculoviridae,Pseudaletia unipuncta NPV ,Larva,,,,,2/24/2096,2/12/2099,,
1558,Mythimna unipuncta,DNA virus,Baculoviridae,Scotogramma trifolii GV ,Larva,,Field,,,2/24/2096,2/12/2099,,
1642,Epilachna varivestis,RNA virus,Reoviridae,reovirus-like particles,LarvaAdult,"Nurse cells in germarium of ovariole, ovulated oocyte, egg, teste, accessory gland, maxillary gland, malphighian tubule, mid-and hind gut, epidermis, nervous system, fat body, oenocyte, hemocytes, tracheocytes, and muscles",Field,Brazil,,2/24/2096,2/12/2099,,
1559,Pseudoplusia includens,DNA virus,Iridoviridae,Pseudoplusia includens IV (PIIV),Larva,non-cellular cuticle layers of integument,Field,USA,,2/25/2096,2/12/2099,,
1560,Elasmopalpus lignosellus,DNA virus,Poxviridae,Elasmopalpus lignosellus EPV (subgroup B),Larva,"Hemocytes, fat body",Field,USA,,2/25/2096,2/12/2099,,
1126,Apis mellifera,RNA virus,,Black Queen Cell Virus ,,,,,,2/27/2096,2/12/2099,,
1127,Apis mellifera,RNA virus,,Sacbrood Virus ,,,,,,2/27/2096,2/12/2099,,
1128,Dilta hibernica,DNA virus,Baculoviridae,Dilta hibernica NPV,,midgut epithelium,Field,Seeden,,2/27/2096,2/12/2099,,
1561,Chaoborus crystallinus ,DNA virus,Baculoviridae,Nonoccluded baculovirus-like particle,Larva,Midgut epithelium,Field,Sweeden,,2/27/2096,2/12/2099,,
1562,Plutella xylostella,DNA virus,Baculoviridae,Plutella xylostella NPV,Larva,,Field,England,,2/27/2096,2/12/2099,,
1563,Trichoplusia ni,DNA virus,Baculoviridae,Plutella xylostella NPV,Larva,,Lab,USA,,2/27/2096,2/12/2099,,
1564,Pseudoplusia includens,DNA virus,Baculoviridae,Plutella xylostella NPV,Larva,,Lab,USA,,2/27/2096,2/12/2099,,
1565,Spodoptera ornithogalli,DNA virus,Baculoviridae,Plutella xylostella NPV,Larva,,Lab,USA,,2/27/2096,2/12/2099,,
1566,Helicoverpa zea,DNA virus,Baculoviridae,Plutella xylostella NPV,Larva,,Lab,USA,,2/27/2096,2/12/2099,,
1567,Agrotis ipsilon,DNA virus,Baculoviridae,Plutella xylostella NPV,Larva,,Lab,USA,,2/27/2096,2/12/2099,,
1568,Hypena scabra,DNA virus,Baculoviridae,NPV,Larva,,Lab,USA,,2/27/2096,12/28/2000,,
1569,Spodoptera frugiperda,DNA virus,Baculoviridae,Plutella xylostella NPV,Larva,,Lab,USA,,2/27/2096,2/12/2099,,
1570,Plutella xylostella,DNA virus,Baculoviridae,Putella xylostella GV,Larva,,Lab,Japan,,2/27/2096,2/12/2099,,
1571,Cadra figulilella,DNA virus,Baculoviridae,GV,Larva,,Field,USA,,2/27/2096,2/12/2099,,
1572,Cadra figulilella,DNA virus,Baculoviridae,NPV,Larva,,Field,USA,,2/27/2096,2/12/2099,,
1573,Plodia interpunctella ,DNA virus,Baculoviridae,Cadra figulilella GV,Larva,,Lab,USA,,2/27/2096,2/12/2099,,
1574,Plodia interpunctella ,DNA virus,Baculoviridae,Cadra figulilella NPV,Larva,,Lab,USA,,2/27/2096,2/12/2099,,
1575,Ephestia elutella,DNA virus,Baculoviridae,Cadra figulilella NPV,Larva,,Lab,USA,,2/27/2096,2/12/2099,,
1328,Diabrotica undecimpunctata,DNA virus,Baculoviridae,Diabrotica undecimpunctata NOBV-like ,Adult,"Hemocytes, midgut cells",Field,USA,,2/27/2096,2/12/2099,,
1329,Diabrotica undecimpunctata,,,filamentous virus-like particle,Adult,"Hemocytes, midgut cells",Field,USA,,2/27/2096,2/12/2099,,
1129,Agraulis vanillae,DNA virus,Parvoviridae,Agraulis vanillae DNV,,,Field,United Kingdom,,2/28/2096,2/12/2099,,
1130,Casphalia extranea,DNA virus,Parvoviridae,Casphalia extranea DNV,,,Field,,,2/28/2096,2/12/2099,,
1131,Corethrella appendiculata,DNA virus,Iridoviridae,Corethrella brakeleyi IV,,,,,,3/2/2096,2/12/2099,,
1132,Culex salinarius,DNA virus,Iridoviridae,Culiseta IV,,,,,,3/5/2096,2/12/2099,,
1133,Culex territans,DNA virus,Iridoviridae,Culiseta IV,,,,,,3/5/2096,2/12/2099,,
1134,Aedes aegypti,DNA virus,Iridoviridae,SIV,,,,,,3/5/2096,2/12/2099,,
1576,Chaoborus astictopus,DNA virus,Baculoviridae,Chaoborus astictopus NOBV-like ,Larva,,,,,3/5/2096,2/12/2099,,
1330,Gyrinus natator,DNA virus,Baculoviridae,Gyrinus natator NOBV-like,Adult,Midgut epithelium,,,,3/5/2096,2/12/2099,,
1135,Bacillus rossius,DNA virus,Baculoviridae,Bacillus rossius NOBV-like,,Midgut epithelium,,,,3/5/2096,2/12/2099,,
1136,Acheta domesticus,DNA virus,Baculoviridae,Acheta domesticus NOBV-like,,,,,,3/7/2096,12/28/2000,,
1137,Pentalonia nigronervosa,DNA virus,Baculoviridae,Pentalonia nigronervosa NOBV-like,,,,,,3/7/2096,2/12/2099,,
1138,Pulex simulans,DNA virus,Baculoviridae,Pulex simulans NOBV-like,,Midgut epithelium,,,,3/7/2096,2/12/2099,,
